data Species.n Quarter Year fleet Age observed model residual stand.residual s2
survey 27 3 1991 1 3  1.673864e+06 9.038213e+05 6.162583e-01 1.553467e+00 1.573698e-01
survey 27 3 1991 1 4  2.253356e+06 1.957755e+06 1.406220e-01 3.544808e-01 1.573698e-01
survey 27 3 1991 1 5  1.284720e+05 1.278987e+05 4.472150e-03 1.105081e-02 1.637738e-01
survey 27 3 1991 1 6  7.282700e+04 1.353443e+05 -6.197350e-01 -1.531383e+00 1.637738e-01
survey 27 3 1991 1 7  3.750800e+04 4.599955e+04 -2.040775e-01 -3.094103e-01 4.350312e-01
survey 27 3 1991 1 8  3.823600e+04 2.016688e+04 6.397357e-01 9.699300e-01 4.350312e-01
survey 27 3 1991 1 9  2.871100e+04 2.169776e+04 2.800715e-01 4.246281e-01 4.350312e-01
survey 27 3 1991 1 10  6.277400e+04 2.970504e+04 7.482242e-01 1.134414e+00 4.350312e-01
survey 27 3 1992 1 1  1.064471e+07 9.022889e+06 1.652985e-01 3.539301e-01 2.181237e-01
survey 27 3 1992 1 2  2.126095e+06 1.358436e+06 4.479528e-01 1.129202e+00 1.573698e-01
survey 27 3 1992 1 3  2.431331e+06 1.754861e+06 3.260491e-01 8.219064e-01 1.573698e-01
survey 27 3 1992 1 4  5.093970e+05 4.174126e+05 1.991525e-01 5.020247e-01 1.573698e-01
survey 27 3 1992 1 5  8.251470e+05 1.002351e+06 -1.945416e-01 -4.807178e-01 1.637738e-01
survey 27 3 1992 1 6  1.656700e+04 6.691532e+04 -1.396015e+00 -3.449594e+00 1.637738e-01
survey 27 3 1992 1 7  4.813700e+04 7.425637e+04 -4.334724e-01 -6.572056e-01 4.350312e-01
survey 27 3 1992 1 8  1.185100e+04 2.573840e+04 -7.755716e-01 -1.175876e+00 4.350312e-01
survey 27 3 1992 1 9  6.790000e+03 1.128409e+04 -5.079429e-01 -7.701135e-01 4.350312e-01
survey 27 3 1992 1 10  1.516300e+04 2.876170e+04 -6.401865e-01 -9.706134e-01 4.350312e-01
survey 27 3 1993 1 1  3.232251e+06 1.879229e+06 5.423173e-01 1.161187e+00 2.181237e-01
survey 27 3 1993 1 2  7.707506e+06 6.386815e+06 1.879590e-01 4.738081e-01 1.573698e-01
survey 27 3 1993 1 3  4.359950e+05 6.408712e+05 -3.851977e-01 -9.710086e-01 1.573698e-01
survey 27 3 1993 1 4  1.267294e+06 7.900551e+05 4.725366e-01 1.191173e+00 1.573698e-01
survey 27 3 1993 1 5  5.230520e+05 2.083926e+05 9.202572e-01 2.273982e+00 1.637738e-01
survey 27 3 1993 1 6  8.974250e+05 5.125020e+05 5.602249e-01 1.384332e+00 1.637738e-01
survey 27 3 1993 1 7  3.895000e+04 3.596173e+04 7.982353e-02 1.210238e-01 4.350312e-01
survey 27 3 1993 1 8  5.732900e+04 4.068226e+04 3.430145e-01 5.200586e-01 4.350312e-01
survey 27 3 1993 1 9  1.844600e+04 1.410109e+04 2.685951e-01 4.072283e-01 4.350312e-01
survey 27 3 1993 1 10  7.834800e+04 2.193958e+04 1.272868e+00 1.929849e+00 4.350312e-01
survey 27 3 1994 1 1  2.544254e+06 1.329502e+06 6.490327e-01 1.389681e+00 2.181237e-01
survey 27 3 1994 1 2  2.343488e+06 1.316621e+06 5.765720e-01 1.453426e+00 1.573698e-01
survey 27 3 1994 1 3  5.488709e+06 2.930424e+06 6.275461e-01 1.581922e+00 1.573698e-01
survey 27 3 1994 1 4  7.130100e+04 2.770939e+05 -1.357446e+00 -3.421858e+00 1.573698e-01
survey 27 3 1994 1 5  3.274420e+05 3.774156e+05 -1.420361e-01 -3.509752e-01 1.637738e-01
survey 27 3 1994 1 6  5.419200e+04 1.021142e+05 -6.335587e-01 -1.565542e+00 1.637738e-01
survey 27 3 1994 1 7  2.899960e+05 2.649288e+05 9.040584e-02 1.370681e-01 4.350312e-01
survey 27 3 1994 1 8  4.748200e+04 1.898179e+04 9.168704e-01 1.390105e+00 4.350312e-01
survey 27 3 1994 1 9  1.113800e+04 2.147345e+04 -6.564544e-01 -9.952779e-01 4.350312e-01
survey 27 3 1994 1 10  8.707200e+04 1.902346e+04 1.521062e+00 2.306146e+00 4.350312e-01
survey 27 3 1995 1 1  5.107513e+06 2.200711e+06 8.419323e-01 1.802710e+00 2.181237e-01
survey 27 3 1995 1 2  2.102203e+06 9.396072e+05 8.052792e-01 2.029952e+00 1.573698e-01
survey 27 3 1995 1 3  1.549636e+06 6.128961e+05 9.275800e-01 2.338249e+00 1.573698e-01
survey 27 3 1995 1 4  1.706515e+06 1.282064e+06 2.859817e-01 7.209044e-01 1.573698e-01
survey 27 3 1995 1 5  1.808850e+05 1.336178e+05 3.028778e-01 7.484198e-01 1.637738e-01
survey 27 3 1995 1 6  2.399130e+05 1.862898e+05 2.529731e-01 6.251037e-01 1.637738e-01
survey 27 3 1995 1 7  7.101000e+04 5.311525e+04 2.903565e-01 4.402217e-01 4.350312e-01
survey 27 3 1995 1 8  1.348120e+05 1.409139e+05 -4.426803e-02 -6.711661e-02 4.350312e-01
survey 27 3 1995 1 9  2.233600e+04 1.009629e+04 7.940315e-01 1.203864e+00 4.350312e-01
survey 27 3 1995 1 10  4.236200e+04 2.154004e+04 6.763381e-01 1.025424e+00 4.350312e-01
survey 27 3 1996 1 1  1.263984e+06 1.379037e+06 -8.711644e-02 -1.865300e-01 2.181237e-01
survey 27 3 1996 1 2  2.294061e+06 1.467282e+06 4.469119e-01 1.126578e+00 1.573698e-01
survey 27 3 1996 1 3  4.323930e+05 3.865123e+05 1.121713e-01 2.827620e-01 1.573698e-01
survey 27 3 1996 1 4  3.960800e+05 2.319403e+05 5.351362e-01 1.348974e+00 1.573698e-01
survey 27 3 1996 1 5  6.638830e+05 5.347110e+05 2.163795e-01 5.346799e-01 1.637738e-01
survey 27 3 1996 1 6  8.565400e+04 5.771896e+04 3.947303e-01 9.753898e-01 1.637738e-01
survey 27 3 1996 1 7  9.664500e+04 8.592434e+04 1.175774e-01 1.782639e-01 4.350312e-01
survey 27 3 1996 1 8  1.628800e+04 2.501714e+04 -4.291327e-01 -6.506259e-01 4.350312e-01
survey 27 3 1996 1 9  5.937800e+04 6.637008e+04 -1.113226e-01 -1.687809e-01 4.350312e-01
survey 27 3 1996 1 10  2.917100e+04 1.490063e+04 6.717716e-01 1.018501e+00 4.350312e-01
survey 27 3 1997 1 1  1.270966e+07 5.596381e+06 8.202422e-01 1.756268e+00 2.181237e-01
survey 27 3 1997 1 2  9.491950e+05 9.451661e+05 4.253563e-03 1.072241e-02 1.573698e-01
survey 27 3 1997 1 3  7.427170e+05 6.233461e+05 1.752132e-01 4.416785e-01 1.573698e-01
survey 27 3 1997 1 4  1.808560e+05 1.468233e+05 2.084716e-01 5.255165e-01 1.573698e-01
survey 27 3 1997 1 5  2.083620e+05 9.556518e+04 7.794684e-01 1.926089e+00 1.637738e-01
survey 27 3 1997 1 6  1.413360e+05 2.264172e+05 -4.712394e-01 -1.164446e+00 1.637738e-01
survey 27 3 1997 1 7  2.246400e+04 2.608763e+04 -1.495473e-01 -2.267349e-01 4.350312e-01
survey 27 3 1997 1 8  1.457500e+04 4.000911e+04 -1.009799e+00 -1.530999e+00 4.350312e-01
survey 27 3 1997 1 9  1.314800e+04 1.164878e+04 1.210684e-01 1.835568e-01 4.350312e-01
survey 27 3 1997 1 10  1.811900e+04 3.784223e+04 -7.364646e-01 -1.116585e+00 4.350312e-01
survey 27 3 1998 1 1  1.754363e+06 2.525752e+06 -3.644332e-01 -7.803089e-01 2.181237e-01
survey 27 3 1998 1 2  4.665031e+06 3.798565e+06 2.054711e-01 5.179528e-01 1.573698e-01
survey 27 3 1998 1 3  1.846130e+05 3.989545e+05 -7.705856e-01 -1.942496e+00 1.573698e-01
survey 27 3 1998 1 4  2.595040e+05 2.393546e+05 8.082607e-02 2.037468e-01 1.573698e-01
survey 27 3 1998 1 5  6.183700e+04 6.167930e+04 2.553485e-03 6.309735e-03 1.637738e-01
survey 27 3 1998 1 6  5.709700e+04 4.138861e+04 3.217459e-01 7.950434e-01 1.637738e-01
survey 27 3 1998 1 7  9.622800e+04 1.045660e+05 -8.309800e-02 -1.259883e-01 4.350312e-01
survey 27 3 1998 1 8  5.499000e+03 1.235454e+04 -8.094575e-01 -1.227252e+00 4.350312e-01
survey 27 3 1998 1 9  1.392000e+04 1.894745e+04 -3.083428e-01 -4.674914e-01 4.350312e-01
survey 27 3 1998 1 10  3.146000e+04 2.343788e+04 2.943635e-01 4.462967e-01 4.350312e-01
survey 27 3 1999 1 1  1.481393e+06 2.049112e+06 -3.244234e-01 -6.946417e-01 2.181237e-01
survey 27 3 1999 1 2  1.505048e+06 1.746341e+06 -1.486982e-01 -3.748392e-01 1.573698e-01
survey 27 3 1999 1 3  1.891764e+06 1.660673e+06 1.302868e-01 3.284278e-01 1.573698e-01
survey 27 3 1999 1 4  5.699600e+04 1.587856e+05 -1.024574e+00 -2.582751e+00 1.573698e-01
survey 27 3 1999 1 5  1.281060e+05 1.039651e+05 2.088027e-01 5.159575e-01 1.637738e-01
survey 27 3 1999 1 6  2.254700e+04 2.750745e+04 -1.988547e-01 -4.913757e-01 1.637738e-01
survey 27 3 1999 1 7  1.587600e+04 1.961915e+04 -2.116978e-01 -3.209638e-01 4.350312e-01
survey 27 3 1999 1 8  6.743200e+04 5.091510e+04 2.809602e-01 4.259755e-01 4.350312e-01
survey 27 3 1999 1 9  1.017600e+04 6.015653e+03 5.256672e-01 7.969859e-01 4.350312e-01
survey 27 3 1999 1 10  3.783500e+04 2.063819e+04 6.060912e-01 9.189201e-01 4.350312e-01
survey 27 3 2000 1 1  2.041269e+06 2.747717e+06 -2.971989e-01 -6.363496e-01 2.181237e-01
survey 27 3 2000 1 2  7.949440e+05 1.395077e+06 -5.624333e-01 -1.417785e+00 1.573698e-01
survey 27 3 2000 1 3  6.198630e+05 7.448369e+05 -1.836668e-01 -4.629884e-01 1.573698e-01
survey 27 3 2000 1 4  3.451160e+05 6.487994e+05 -6.312430e-01 -1.591241e+00 1.573698e-01
survey 27 3 2000 1 5  5.928000e+04 6.803204e+04 -1.377068e-01 -3.402773e-01 1.637738e-01
survey 27 3 2000 1 6  2.158200e+04 4.590963e+04 -7.548152e-01 -1.865170e+00 1.637738e-01
survey 27 3 2000 1 7  1.299300e+04 1.293259e+04 4.660178e-03 7.065490e-03 4.350312e-01
survey 27 3 2000 1 8  2.288000e+03 9.447679e+03 -1.418091e+00 -2.150027e+00 4.350312e-01
survey 27 3 2000 1 9  2.565800e+04 2.451836e+04 4.543322e-02 6.888319e-02 4.350312e-01
survey 27 3 2000 1 10  1.564600e+04 1.283526e+04 1.980191e-01 3.002250e-01 4.350312e-01
survey 27 3 2001 1 1  1.361460e+06 1.502793e+06 -9.876804e-02 -2.114779e-01 2.181237e-01
survey 27 3 2001 1 2  1.338508e+06 1.924814e+06 -3.632738e-01 -9.157428e-01 1.573698e-01
survey 27 3 2001 1 3  4.176190e+05 6.284936e+05 -4.087563e-01 -1.030395e+00 1.573698e-01
survey 27 3 2001 1 4  4.443500e+05 3.079732e+05 3.665998e-01 9.241270e-01 1.573698e-01
survey 27 3 2001 1 5  2.181010e+05 2.931748e+05 -2.958106e-01 -7.309565e-01 1.637738e-01
survey 27 3 2001 1 6  2.762200e+04 3.148682e+04 -1.309565e-01 -3.235974e-01 1.637738e-01
survey 27 3 2001 1 7  3.121000e+03 2.250639e+04 -1.975646e+00 -2.995359e+00 4.350312e-01
survey 27 3 2001 1 8  9.719000e+03 6.509889e+03 4.007604e-01 6.076095e-01 4.350312e-01
survey 27 3 2001 1 9  9.371000e+03 4.755686e+03 6.782789e-01 1.028367e+00 4.350312e-01
survey 27 3 2001 1 10  3.583100e+04 1.880272e+04 6.448118e-01 9.776260e-01 4.350312e-01
survey 27 3 2002 1 1  2.262128e+06 4.112145e+06 -5.976388e-01 -1.279639e+00 2.181237e-01
survey 27 3 2002 1 2  5.531960e+05 1.054728e+06 -6.453260e-01 -1.626742e+00 1.573698e-01
survey 27 3 2002 1 3  5.039490e+05 8.832442e+05 -5.611266e-01 -1.414491e+00 1.573698e-01
survey 27 3 2002 1 4  1.911920e+05 2.705118e+05 -3.470377e-01 -8.748145e-01 1.573698e-01
survey 27 3 2002 1 5  8.705100e+04 1.461351e+05 -5.180371e-01 -1.280084e+00 1.637738e-01
survey 27 3 2002 1 6  9.677000e+04 1.426016e+05 -3.877174e-01 -9.580607e-01 1.637738e-01
survey 27 3 2002 1 7  1.660500e+04 1.616345e+04 2.695143e-02 4.086219e-02 4.350312e-01
survey 27 3 2002 1 8  1.319600e+04 1.181078e+04 1.109010e-01 1.681417e-01 4.350312e-01
survey 27 3 2002 1 9  6.457000e+03 3.416223e+03 6.366292e-01 9.652200e-01 4.350312e-01
survey 27 3 2002 1 10  2.007600e+04 1.236285e+04 4.848291e-01 7.350695e-01 4.350312e-01
survey 27 3 2003 1 1  2.125758e+06 1.906488e+06 1.088657e-01 2.330986e-01 2.181237e-01
survey 27 3 2003 1 2  1.235673e+06 2.892586e+06 -8.505350e-01 -2.144034e+00 1.573698e-01
survey 27 3 2003 1 3  3.407000e+05 4.864493e+05 -3.561304e-01 -8.977354e-01 1.573698e-01
survey 27 3 2003 1 4  2.321730e+05 3.825804e+05 -4.994560e-01 -1.259031e+00 1.573698e-01
survey 27 3 2003 1 5  6.975900e+04 1.292009e+05 -6.163225e-01 -1.522950e+00 1.637738e-01
survey 27 3 2003 1 6  5.085400e+04 7.151604e+04 -3.409630e-01 -8.425294e-01 1.637738e-01
survey 27 3 2003 1 7  5.346800e+04 7.360900e+04 -3.196839e-01 -4.846861e-01 4.350312e-01
survey 27 3 2003 1 8  4.670000e+03 8.528850e+03 -6.022954e-01 -9.131652e-01 4.350312e-01
survey 27 3 2003 1 9  4.995000e+03 6.232109e+03 -2.212774e-01 -3.354878e-01 4.350312e-01
survey 27 3 2003 1 10  9.385000e+03 8.326029e+03 1.197260e-01 1.815216e-01 4.350312e-01
survey 27 3 2004 1 1  6.852270e+05 1.038971e+06 -4.162357e-01 -8.912261e-01 2.181237e-01
survey 27 3 2004 1 2  8.577270e+05 1.343872e+06 -4.490246e-01 -1.131904e+00 1.573698e-01
survey 27 3 2004 1 3  7.442240e+05 1.341667e+06 -5.893264e-01 -1.485577e+00 1.573698e-01
survey 27 3 2004 1 4  1.641630e+05 2.124522e+05 -2.578574e-01 -6.500084e-01 1.573698e-01
survey 27 3 2004 1 5  1.385830e+05 1.843791e+05 -2.855245e-01 -7.055392e-01 1.637738e-01
survey 27 3 2004 1 6  3.926500e+04 6.378023e+04 -4.851097e-01 -1.198720e+00 1.637738e-01
survey 27 3 2004 1 7  2.169600e+04 3.720976e+04 -5.394431e-01 -8.178722e-01 4.350312e-01
survey 27 3 2004 1 8  1.461500e+04 3.913711e+04 -9.850227e-01 -1.493434e+00 4.350312e-01
survey 27 3 2004 1 9  1.220000e+03 4.534697e+03 -1.312907e+00 -1.990554e+00 4.350312e-01
survey 27 3 2004 1 10  1.880800e+04 7.740405e+03 8.878283e-01 1.346073e+00 4.350312e-01
survey 27 3 2005 1 1  1.313691e+06 1.125219e+06 1.548627e-01 3.315854e-01 2.181237e-01
survey 27 3 2005 1 2  7.513680e+05 7.243439e+05 3.662929e-02 9.233532e-02 1.573698e-01
survey 27 3 2005 1 3  4.432850e+05 6.089882e+05 -3.175860e-01 -8.005727e-01 1.573698e-01
survey 27 3 2005 1 4  3.240520e+05 5.702583e+05 -5.651854e-01 -1.424723e+00 1.573698e-01
survey 27 3 2005 1 5  7.516700e+04 9.964916e+04 -2.819433e-01 -6.966900e-01 1.637738e-01
survey 27 3 2005 1 6  5.938200e+04 8.878235e+04 -4.021967e-01 -9.938397e-01 1.637738e-01
survey 27 3 2005 1 7  3.518800e+04 3.244920e+04 8.102929e-02 1.228519e-01 4.350312e-01
survey 27 3 2005 1 8  9.638000e+03 1.933978e+04 -6.964506e-01 -1.055918e+00 4.350312e-01
survey 27 3 2005 1 9  8.341000e+03 2.034152e+04 -8.914811e-01 -1.351612e+00 4.350312e-01
survey 27 3 2005 1 10  1.706500e+04 6.379988e+03 9.838634e-01 1.491676e+00 4.350312e-01
survey 27 3 2006 1 1  3.292354e+06 4.040925e+06 -2.048708e-01 -4.386606e-01 2.181237e-01
survey 27 3 2006 1 2  6.214550e+05 8.017953e+05 -2.547898e-01 -6.422756e-01 1.573698e-01
survey 27 3 2006 1 3  1.705020e+05 3.425531e+05 -6.976795e-01 -1.758714e+00 1.573698e-01
survey 27 3 2006 1 4  2.911420e+05 2.708315e+05 7.231440e-02 1.822905e-01 1.573698e-01
survey 27 3 2006 1 5  1.571130e+05 2.792460e+05 -5.751278e-01 -1.421157e+00 1.637738e-01
survey 27 3 2006 1 6  3.752400e+04 4.985831e+04 -2.842045e-01 -7.022774e-01 1.637738e-01
survey 27 3 2006 1 7  4.949100e+04 4.674218e+04 5.714394e-02 8.663831e-02 4.350312e-01
survey 27 3 2006 1 8  1.312900e+04 1.748183e+04 -2.863384e-01 -4.341296e-01 4.350312e-01
survey 27 3 2006 1 9  9.583000e+03 1.041920e+04 -8.365964e-02 -1.268399e-01 4.350312e-01
survey 27 3 2006 1 10  8.317000e+03 1.439607e+04 -5.486534e-01 -8.318362e-01 4.350312e-01
survey 27 3 2007 1 1  1.505260e+06 1.610268e+06 -6.743511e-02 -1.443892e-01 2.181237e-01
survey 27 3 2007 1 2  2.443666e+06 2.878254e+06 -1.636845e-01 -4.126168e-01 1.573698e-01
survey 27 3 2007 1 3  2.755780e+05 3.829687e+05 -3.290826e-01 -8.295533e-01 1.573698e-01
survey 27 3 2007 1 4  1.110630e+05 1.562941e+05 -3.416419e-01 -8.612129e-01 1.573698e-01
survey 27 3 2007 1 5  1.277490e+05 1.369578e+05 -6.960536e-02 -1.719968e-01 1.637738e-01
survey 27 3 2007 1 6  1.198080e+05 1.444285e+05 -1.868942e-01 -4.618210e-01 1.637738e-01
survey 27 3 2007 1 7  2.672100e+04 2.707173e+04 -1.304013e-02 -1.977068e-02 4.350312e-01
survey 27 3 2007 1 8  2.431900e+04 2.588377e+04 -6.235802e-02 -9.454360e-02 4.350312e-01
survey 27 3 2007 1 9  1.293600e+04 9.680669e+03 2.898831e-01 4.395039e-01 4.350312e-01
survey 27 3 2007 1 10  1.524300e+04 1.374161e+04 1.036922e-01 1.572121e-01 4.350312e-01
survey 27 3 2008 1 1  1.923735e+06 1.557711e+06 2.110514e-01 4.518943e-01 2.181237e-01
survey 27 3 2008 1 2  1.071414e+06 1.169210e+06 -8.734935e-02 -2.201908e-01 1.573698e-01
survey 27 3 2008 1 3  1.188310e+06 1.433007e+06 -1.872428e-01 -4.720027e-01 1.573698e-01
survey 27 3 2008 1 4  2.100630e+05 1.836099e+05 1.345939e-01 3.392851e-01 1.573698e-01
survey 27 3 2008 1 5  6.266500e+04 8.308823e+04 -2.821000e-01 -6.970772e-01 1.637738e-01
survey 27 3 2008 1 6  6.560600e+04 7.418155e+04 -1.228484e-01 -3.035618e-01 1.637738e-01
survey 27 3 2008 1 7  8.611900e+04 8.175636e+04 5.198645e-02 7.881882e-02 4.350312e-01
survey 27 3 2008 1 8  1.193900e+04 1.563263e+04 -2.695498e-01 -4.086756e-01 4.350312e-01
survey 27 3 2008 1 9  2.377800e+04 1.494663e+04 4.642746e-01 7.039061e-01 4.350312e-01
survey 27 3 2008 1 10  1.679200e+04 1.352524e+04 2.163449e-01 3.280095e-01 4.350312e-01
survey 27 3 2009 1 1  2.446706e+06 1.922407e+06 2.411645e-01 5.163713e-01 2.181237e-01
survey 27 3 2009 1 2  9.853470e+05 1.113221e+06 -1.220189e-01 -3.075858e-01 1.573698e-01
survey 27 3 2009 1 3  5.009750e+05 5.673798e+05 -1.244727e-01 -3.137715e-01 1.573698e-01
survey 27 3 2009 1 4  6.991510e+05 6.736735e+05 3.712118e-02 9.357529e-02 1.573698e-01
survey 27 3 2009 1 5  9.116700e+04 9.617902e+04 -5.351829e-02 -1.322452e-01 1.637738e-01
survey 27 3 2009 1 6  2.878200e+04 4.451727e+04 -4.361270e-01 -1.077682e+00 1.637738e-01
survey 27 3 2009 1 7  5.592400e+04 4.161242e+04 2.955950e-01 4.481639e-01 4.350312e-01
survey 27 3 2009 1 8  4.534300e+04 4.664907e+04 -2.839714e-02 -4.305409e-02 4.350312e-01
survey 27 3 2009 1 9  1.230800e+04 8.919764e+03 3.219800e-01 4.881673e-01 4.350312e-01
survey 27 3 2009 1 10  3.076600e+04 1.624567e+04 6.385840e-01 9.681839e-01 4.350312e-01
survey 27 3 2010 1 1  2.588222e+06 3.888389e+06 -4.070237e-01 -8.715018e-01 2.181237e-01
survey 27 3 2010 1 2  1.122115e+06 1.351321e+06 -1.858676e-01 -4.685361e-01 1.573698e-01
survey 27 3 2010 1 3  3.793260e+05 5.166686e+05 -3.090056e-01 -7.789432e-01 1.573698e-01
survey 27 3 2010 1 4  2.084220e+05 2.500838e+05 -1.822312e-01 -4.593693e-01 1.573698e-01
survey 27 3 2010 1 5  2.016520e+05 3.289638e+05 -4.894043e-01 -1.209332e+00 1.637738e-01
survey 27 3 2010 1 6  7.107900e+04 4.816080e+04 3.892466e-01 9.618394e-01 1.637738e-01
survey 27 3 2010 1 7  1.829200e+04 2.347552e+04 -2.494942e-01 -3.782686e-01 4.350312e-01
survey 27 3 2010 1 8  1.716400e+04 2.237711e+04 -2.652245e-01 -4.021179e-01 4.350312e-01
survey 27 3 2010 1 9  1.842400e+04 2.508557e+04 -3.086388e-01 -4.679401e-01 4.350312e-01
survey 27 3 2010 1 10  2.700100e+04 1.353273e+04 6.907627e-01 1.047294e+00 4.350312e-01
survey 27 3 2011 1 1  2.327084e+06 4.896742e+06 -7.439542e-01 -1.592923e+00 2.181237e-01
survey 27 3 2011 1 2  2.277725e+06 2.781569e+06 -1.998382e-01 -5.037532e-01 1.573698e-01
survey 27 3 2011 1 3  5.848940e+05 6.469255e+05 -1.008005e-01 -2.540984e-01 1.573698e-01
survey 27 3 2011 1 4  2.047520e+05 2.342877e+05 -1.347503e-01 -3.396794e-01 1.573698e-01
survey 27 3 2011 1 5  1.700570e+05 1.251676e+05 3.064802e-01 7.573214e-01 1.637738e-01
survey 27 3 2011 1 6  1.616890e+05 1.681527e+05 -3.919790e-02 -9.685914e-02 1.637738e-01
survey 27 3 2011 1 7  2.570000e+04 2.585844e+04 -6.146133e-03 -9.318408e-03 4.350312e-01
survey 27 3 2011 1 8  1.246200e+04 1.288345e+04 -3.325984e-02 -5.042664e-02 4.350312e-01
survey 27 3 2011 1 9  1.899900e+04 1.228065e+04 4.363619e-01 6.615864e-01 4.350312e-01
survey 27 3 2011 1 10  2.648300e+04 2.119387e+04 2.227908e-01 3.377824e-01 4.350312e-01
survey 27 3 2012 1 1  1.019906e+06 1.241762e+06 -1.968208e-01 -4.214242e-01 2.181237e-01
survey 27 3 2012 1 2  3.288190e+06 3.446361e+06 -4.698158e-02 -1.184314e-01 1.573698e-01
survey 27 3 2012 1 3  1.268686e+06 1.296258e+06 -2.149985e-02 -5.419695e-02 1.573698e-01
survey 27 3 2012 1 4  3.010440e+05 2.870436e+05 4.762237e-02 1.200467e-01 1.573698e-01
survey 27 3 2012 1 5  1.481170e+05 1.152680e+05 2.507423e-01 6.195913e-01 1.637738e-01
survey 27 3 2012 1 6  8.536100e+04 6.314063e+04 3.015249e-01 7.450766e-01 1.637738e-01
survey 27 3 2012 1 7  4.663600e+04 8.927573e+04 -6.493569e-01 -9.845171e-01 4.350312e-01
survey 27 3 2012 1 8  1.826900e+04 1.399413e+04 2.665678e-01 4.041546e-01 4.350312e-01
survey 27 3 2012 1 9  6.300000e+03 6.972296e+03 -1.013949e-01 -1.537290e-01 4.350312e-01
survey 27 3 2012 1 10  2.242600e+04 1.811581e+04 2.134358e-01 3.235989e-01 4.350312e-01
survey 27 3 2013 1 1  1.261254e+06 2.120340e+06 -5.194702e-01 -1.112267e+00 2.181237e-01
survey 27 3 2013 1 2  7.626060e+05 8.838267e+05 -1.475195e-01 -3.718679e-01 1.573698e-01
survey 27 3 2013 1 3  1.771518e+06 1.632538e+06 8.170077e-02 2.059518e-01 1.573698e-01
survey 27 3 2013 1 4  4.921710e+05 5.806567e+05 -1.653335e-01 -4.167735e-01 1.573698e-01
survey 27 3 2013 1 5  1.506360e+05 1.419313e+05 5.952300e-02 1.470830e-01 1.637738e-01
survey 27 3 2013 1 6  3.495500e+04 5.826902e+04 -5.110090e-01 -1.262718e+00 1.637738e-01
survey 27 3 2013 1 7  3.876200e+04 3.356390e+04 1.439893e-01 2.183081e-01 4.350312e-01
survey 27 3 2013 1 8  3.231300e+04 4.849919e+04 -4.060774e-01 -6.156709e-01 4.350312e-01
survey 27 3 2013 1 9  6.698000e+03 7.602333e+03 -1.266462e-01 -1.920136e-01 4.350312e-01
survey 27 3 2013 1 10  2.186000e+04 1.362916e+04 4.724471e-01 7.162968e-01 4.350312e-01
survey 27 3 2014 1 1  2.671926e+06 3.203174e+06 -1.813425e-01 -3.882830e-01 2.181237e-01
survey 27 3 2014 1 2  1.889202e+06 1.515202e+06 2.206060e-01 5.561048e-01 1.573698e-01
survey 27 3 2014 1 3  4.233270e+05 4.248574e+05 -3.608699e-03 -9.096828e-03 1.573698e-01
survey 27 3 2014 1 4  8.121310e+05 7.499562e+05 7.964683e-02 2.007742e-01 1.573698e-01
survey 27 3 2014 1 5  3.607270e+05 2.955470e+05 1.992935e-01 4.924601e-01 1.637738e-01
survey 27 3 2014 1 6  8.187900e+04 7.383419e+04 1.034206e-01 2.555553e-01 1.637738e-01
survey 27 3 2014 1 7  2.694300e+04 3.180246e+04 -1.658201e-01 -2.514068e-01 4.350312e-01
survey 27 3 2014 1 8  2.976600e+04 1.868706e+04 4.655353e-01 7.058175e-01 4.350312e-01
survey 27 3 2014 1 9  1.935800e+04 2.700245e+04 -3.328217e-01 -5.046048e-01 4.350312e-01
survey 27 3 2014 1 10  6.878000e+03 1.182086e+04 -5.415379e-01 -8.210481e-01 4.350312e-01
survey 27 3 2015 1 1  2.591472e+06 2.238469e+06 1.464340e-01 3.135382e-01 2.181237e-01
survey 27 3 2015 1 2  2.164643e+06 2.303112e+06 -6.200567e-02 -1.563042e-01 1.573698e-01
survey 27 3 2015 1 3  1.170853e+06 7.394646e+05 4.595614e-01 1.158465e+00 1.573698e-01
survey 27 3 2015 1 4  3.267200e+05 1.991989e+05 4.947997e-01 1.247294e+00 1.573698e-01
survey 27 3 2015 1 5  6.023810e+05 3.900899e+05 4.345128e-01 1.073694e+00 1.637738e-01
survey 27 3 2015 1 6  1.967920e+05 1.569504e+05 2.262176e-01 5.589902e-01 1.637738e-01
survey 27 3 2015 1 7  8.913600e+04 4.106131e+04 7.750970e-01 1.175157e+00 4.350312e-01
survey 27 3 2015 1 8  2.203800e+04 1.803290e+04 2.005702e-01 3.040928e-01 4.350312e-01
survey 27 3 2015 1 9  1.822400e+04 1.059610e+04 5.422535e-01 8.221332e-01 4.350312e-01
survey 27 3 2015 1 10  2.895700e+04 2.201392e+04 2.741368e-01 4.156303e-01 4.350312e-01
survey 27 3 2016 1 1  1.214200e+06 1.453919e+06 -1.801774e-01 -3.857883e-01 2.181237e-01
survey 27 3 2016 1 2  1.753574e+06 1.569580e+06 1.108476e-01 2.794254e-01 1.573698e-01
survey 27 3 2016 1 3  1.190015e+06 1.066663e+06 1.094309e-01 2.758541e-01 1.573698e-01
survey 27 3 2016 1 4  6.126860e+05 3.264574e+05 6.295530e-01 1.586981e+00 1.573698e-01
survey 27 3 2016 1 5  1.850350e+05 9.761465e+04 6.395174e-01 1.580266e+00 1.637738e-01
