"Year","scenario","Species","variable","value"
"1980","2020","Plaice","SSB",299.09
"1981","2020","Plaice","SSB",284.441
"1982","2020","Plaice","SSB",280.321
"1983","2020","Plaice","SSB",330.764
"1984","2020","Plaice","SSB",350.448
"1985","2020","Plaice","SSB",373.7
"1986","2020","Plaice","SSB",411.143
"1987","2020","Plaice","SSB",470.06
"1988","2020","Plaice","SSB",413.646
"1989","2020","Plaice","SSB",425.086
"1990","2020","Plaice","SSB",381.001
"1991","2020","Plaice","SSB",372.169
"1992","2020","Plaice","SSB",318.175
"1993","2020","Plaice","SSB",275.93
"1994","2020","Plaice","SSB",229.126
"1995","2020","Plaice","SSB",211.332
"1996","2020","Plaice","SSB",191.886
"1997","2020","Plaice","SSB",181.091
"1998","2020","Plaice","SSB",200.255
"1999","2020","Plaice","SSB",193.001
"2000","2020","Plaice","SSB",192.562
"2001","2020","Plaice","SSB",206.907
"2002","2020","Plaice","SSB",171.616
"2003","2020","Plaice","SSB",186.896
"2004","2020","Plaice","SSB",158.142
"2005","2020","Plaice","SSB",179.842
"2006","2020","Plaice","SSB",177.402
"2007","2020","Plaice","SSB",157.804
"2008","2020","Plaice","SSB",182.528
"2009","2020","Plaice","SSB",213.769
"2010","2020","Plaice","SSB",252.392
"2011","2020","Plaice","SSB",242.594
"2012","2020","Plaice","SSB",241.346
"2013","2020","Plaice","SSB",264.551
"2014","2020","Plaice","SSB",292.332
"2015","2020","Plaice","SSB",267.021
"2016","2020","Plaice","SSB",255.363
"2017","2020","Plaice","SSB",235.403
"2018","2020","Plaice","SSB",211.663
"2019","2020","Plaice","SSB",212.454
"1974","2023","Plaice","SSB",498.129
"1975","2023","Plaice","SSB",511.509
"1976","2023","Plaice","SSB",524.56
"1977","2023","Plaice","SSB",517.602
"1978","2023","Plaice","SSB",502.852
"1979","2023","Plaice","SSB",477.015
"1980","2023","Plaice","SSB",466.816
"1981","2023","Plaice","SSB",442.615
"1982","2023","Plaice","SSB",429.306
"1983","2023","Plaice","SSB",518.256
"1984","2023","Plaice","SSB",535.59
"1985","2023","Plaice","SSB",566.491
"1986","2023","Plaice","SSB",595.646
"1987","2023","Plaice","SSB",688.344
"1988","2023","Plaice","SSB",596.918
"1989","2023","Plaice","SSB",626.706
"1990","2023","Plaice","SSB",566.595
"1991","2023","Plaice","SSB",533.638
"1992","2023","Plaice","SSB",455.745
"1993","2023","Plaice","SSB",402.865
"1994","2023","Plaice","SSB",340.722
"1995","2023","Plaice","SSB",317.105
"1996","2023","Plaice","SSB",282.804
"1997","2023","Plaice","SSB",264.939
"1998","2023","Plaice","SSB",311.703
"1999","2023","Plaice","SSB",295.077
"2000","2023","Plaice","SSB",304.66
"2001","2023","Plaice","SSB",331.695
"2002","2023","Plaice","SSB",293.825
"2003","2023","Plaice","SSB",338.285
"2004","2023","Plaice","SSB",318.869
"2005","2023","Plaice","SSB",370.329
"2006","2023","Plaice","SSB",397.485
"2007","2023","Plaice","SSB",381.134
"2008","2023","Plaice","SSB",448.234
"2009","2023","Plaice","SSB",524.955
"2010","2023","Plaice","SSB",584.256
"2011","2023","Plaice","SSB",561.083
"2012","2023","Plaice","SSB",542.163
"2013","2023","Plaice","SSB",584.585
"2014","2023","Plaice","SSB",636.437
"2015","2023","Plaice","SSB",560.668
"2016","2023","Plaice","SSB",535.389
"2017","2023","Plaice","SSB",507.494
"2018","2023","Plaice","SSB",435.539
"2019","2023","Plaice","SSB",401.022
"2020","2023","Plaice","SSB",421.213
"2021","2023","Plaice","SSB",438.649
"2022","2023","Plaice","SSB",431.298
"1974","2020","S.sandeel","SSB",408.84
"1975","2020","S.sandeel","SSB",364.502
"1976","2020","S.sandeel","SSB",498.015
"1977","2020","S.sandeel","SSB",326.587
"1978","2020","S.sandeel","SSB",348.489
"1979","2020","S.sandeel","SSB",595.598
"1980","2020","S.sandeel","SSB",369.792
"1981","2020","S.sandeel","SSB",404.595
"1982","2020","S.sandeel","SSB",190.066
"1983","2020","S.sandeel","SSB",362.258
"1984","2020","S.sandeel","SSB",206.052
"1985","2020","S.sandeel","SSB",340.069
"1986","2020","S.sandeel","SSB",194.609
"1987","2020","S.sandeel","SSB",676.24
"1988","2020","S.sandeel","SSB",528.458
"1989","2020","S.sandeel","SSB",173.896
"1990","2020","S.sandeel","SSB",286.081
"1991","2020","S.sandeel","SSB",336.549
"1992","2020","S.sandeel","SSB",281.922
"1993","2020","S.sandeel","SSB",446.002
"1994","2020","S.sandeel","SSB",249.542
"1995","2020","S.sandeel","SSB",410.749
"1996","2020","S.sandeel","SSB",527.866
"1997","2020","S.sandeel","SSB",248.194
"1998","2020","S.sandeel","SSB",776.842
"1999","2020","S.sandeel","SSB",365.997
"2000","2020","S.sandeel","SSB",181.165
"2001","2020","S.sandeel","SSB",224.922
"2002","2020","S.sandeel","SSB",217.301
"2003","2020","S.sandeel","SSB",384.695
"2004","2020","S.sandeel","SSB",103.364
"2005","2020","S.sandeel","SSB",108.178
"2006","2020","S.sandeel","SSB",72.1044
"2007","2020","S.sandeel","SSB",136.159
"2008","2020","S.sandeel","SSB",147.318
"2009","2020","S.sandeel","SSB",222.783
"2010","2020","S.sandeel","SSB",174.451
"2011","2020","S.sandeel","SSB",726.368
"2012","2020","S.sandeel","SSB",320.74
"2013","2020","S.sandeel","SSB",167.721
"2014","2020","S.sandeel","SSB",106.298
"2015","2020","S.sandeel","SSB",116.77
"2016","2020","S.sandeel","SSB",166.85
"2017","2020","S.sandeel","SSB",118.429
"2018","2020","S.sandeel","SSB",242.948
"2019","2020","S.sandeel","SSB",74.6949
"1974","2023","S.sandeel","SSB",424.523
"1975","2023","S.sandeel","SSB",341.028
"1976","2023","S.sandeel","SSB",468.179
"1977","2023","S.sandeel","SSB",268.81
"1978","2023","S.sandeel","SSB",315.795
"1979","2023","S.sandeel","SSB",449.417
"1980","2023","S.sandeel","SSB",304.862
"1981","2023","S.sandeel","SSB",387.086
"1982","2023","S.sandeel","SSB",225.524
"1983","2023","S.sandeel","SSB",437.064
"1984","2023","S.sandeel","SSB",257.737
"1985","2023","S.sandeel","SSB",475.284
"1986","2023","S.sandeel","SSB",222.676
"1987","2023","S.sandeel","SSB",646.31
"1988","2023","S.sandeel","SSB",479.215
"1989","2023","S.sandeel","SSB",262.139
"1990","2023","S.sandeel","SSB",346.888
"1991","2023","S.sandeel","SSB",207.32
"1992","2023","S.sandeel","SSB",267.512
"1993","2023","S.sandeel","SSB",462.254
"1994","2023","S.sandeel","SSB",285.617
"1995","2023","S.sandeel","SSB",415.111
"1996","2023","S.sandeel","SSB",609.296
"1997","2023","S.sandeel","SSB",332.715
"1998","2023","S.sandeel","SSB",859.276
"1999","2023","S.sandeel","SSB",434.893
"2000","2023","S.sandeel","SSB",192.844
"2001","2023","S.sandeel","SSB",268.506
"2002","2023","S.sandeel","SSB",259.519
"2003","2023","S.sandeel","SSB",394.144
"2004","2023","S.sandeel","SSB",105.533
"2005","2023","S.sandeel","SSB",136.757
"2006","2023","S.sandeel","SSB",105.784
"2007","2023","S.sandeel","SSB",166.022
"2008","2023","S.sandeel","SSB",182.905
"2009","2023","S.sandeel","SSB",259.644
"2010","2023","S.sandeel","SSB",175.449
"2011","2023","S.sandeel","SSB",834.395
"2012","2023","S.sandeel","SSB",389.248
"2013","2023","S.sandeel","SSB",234.016
"2014","2023","S.sandeel","SSB",142.205
"2015","2023","S.sandeel","SSB",174.547
"2016","2023","S.sandeel","SSB",295.933
"2017","2023","S.sandeel","SSB",210.527
"2018","2023","S.sandeel","SSB",298.898
"2019","2023","S.sandeel","SSB",97.6579
"2020","2023","S.sandeel","SSB",79.4131
"2021","2023","S.sandeel","SSB",141.609
"2022","2023","S.sandeel","SSB",133.964
"1974","2020","Saithe","SSB",572.406
"1975","2020","Saithe","SSB",497.424
"1976","2020","Saithe","SSB",376.534
"1977","2020","Saithe","SSB",298.755
"1978","2020","Saithe","SSB",254.043
"1979","2020","Saithe","SSB",246.564
"1980","2020","Saithe","SSB",228.868
"1981","2020","Saithe","SSB",218.336
"1982","2020","Saithe","SSB",198.9
"1983","2020","Saithe","SSB",203.148
"1984","2020","Saithe","SSB",166.707
"1985","2020","Saithe","SSB",144.646
"1986","2020","Saithe","SSB",129.382
"1987","2020","Saithe","SSB",131.547
"1988","2020","Saithe","SSB",131.821
"1989","2020","Saithe","SSB",112.128
"1990","2020","Saithe","SSB",106.897
"1991","2020","Saithe","SSB",100.498
"1992","2020","Saithe","SSB",98.6726
"1993","2020","Saithe","SSB",110.72
"1994","2020","Saithe","SSB",109.725
"1995","2020","Saithe","SSB",134.077
"1996","2020","Saithe","SSB",145.871
"1997","2020","Saithe","SSB",177.353
"1998","2020","Saithe","SSB",178.39
"1999","2020","Saithe","SSB",181.353
"2000","2020","Saithe","SSB",170.798
"2001","2020","Saithe","SSB",178.72
"2002","2020","Saithe","SSB",210.993
"2003","2020","Saithe","SSB",201.509
"2004","2020","Saithe","SSB",251.769
"2005","2020","Saithe","SSB",236.22
"2006","2020","Saithe","SSB",258.348
"2007","2020","Saithe","SSB",240.1
"2008","2020","Saithe","SSB",228.031
"2009","2020","Saithe","SSB",217.811
"2010","2020","Saithe","SSB",205.657
"2011","2020","Saithe","SSB",162.359
"2012","2020","Saithe","SSB",146.109
"2013","2020","Saithe","SSB",149.063
"2014","2020","Saithe","SSB",171.683
"2015","2020","Saithe","SSB",179.339
"2016","2020","Saithe","SSB",171.764
"2017","2020","Saithe","SSB",198.366
"2018","2020","Saithe","SSB",199.615
"2019","2020","Saithe","SSB",210.427
"1974","2023","Saithe","SSB",558.061
"1975","2023","Saithe","SSB",487.925
"1976","2023","Saithe","SSB",368.1
"1977","2023","Saithe","SSB",292.383
"1978","2023","Saithe","SSB",247.291
"1979","2023","Saithe","SSB",240.335
"1980","2023","Saithe","SSB",222.223
"1981","2023","Saithe","SSB",211.551
"1982","2023","Saithe","SSB",192.397
"1983","2023","Saithe","SSB",198.449
"1984","2023","Saithe","SSB",162.106
"1985","2023","Saithe","SSB",140.987
"1986","2023","Saithe","SSB",123.759
"1987","2023","Saithe","SSB",128.347
"1988","2023","Saithe","SSB",129.747
"1989","2023","Saithe","SSB",109.883
"1990","2023","Saithe","SSB",103.719
"1991","2023","Saithe","SSB",97.1891
"1992","2023","Saithe","SSB",97.5715
"1993","2023","Saithe","SSB",112.05
"1994","2023","Saithe","SSB",108.48
"1995","2023","Saithe","SSB",133.105
"1996","2023","Saithe","SSB",146.841
"1997","2023","Saithe","SSB",180.521
"1998","2023","Saithe","SSB",183.262
"1999","2023","Saithe","SSB",190.291
"2000","2023","Saithe","SSB",176.94
"2001","2023","Saithe","SSB",186.196
"2002","2023","Saithe","SSB",221.575
"2003","2023","Saithe","SSB",208.438
"2004","2023","Saithe","SSB",255.201
"2005","2023","Saithe","SSB",235.874
"2006","2023","Saithe","SSB",255.86
"2007","2023","Saithe","SSB",237.283
"2008","2023","Saithe","SSB",226.937
"2009","2023","Saithe","SSB",217.013
"2010","2023","Saithe","SSB",203.653
"2011","2023","Saithe","SSB",158.538
"2012","2023","Saithe","SSB",142.372
"2013","2023","Saithe","SSB",143.672
"2014","2023","Saithe","SSB",159
"2015","2023","Saithe","SSB",162.338
"2016","2023","Saithe","SSB",150.991
"2017","2023","Saithe","SSB",165.417
"2018","2023","Saithe","SSB",160.351
"2019","2023","Saithe","SSB",165.907
"2020","2023","Saithe","SSB",153.791
"2021","2023","Saithe","SSB",146.926
"2022","2023","Saithe","SSB",162.978
"1974","2020","Sole","SSB",40.9976
"1975","2020","Sole","SSB",43.211
"1976","2020","Sole","SSB",42.8348
"1977","2020","Sole","SSB",35.0682
"1978","2020","Sole","SSB",39.9994
"1979","2020","Sole","SSB",45.9676
"1980","2020","Sole","SSB",36.1978
"1981","2020","Sole","SSB",25.0772
"1982","2020","Sole","SSB",34.1497
"1983","2020","Sole","SSB",42.1803
"1984","2020","Sole","SSB",45.3571
"1985","2020","Sole","SSB",41.8695
"1986","2020","Sole","SSB",36.2823
"1987","2020","Sole","SSB",29.9497
"1988","2020","Sole","SSB",36.5179
"1989","2020","Sole","SSB",32.5696
"1990","2020","Sole","SSB",91.2058
"1991","2020","Sole","SSB",77.7366
"1992","2020","Sole","SSB",78.2896
"1993","2020","Sole","SSB",54.6503
"1994","2020","Sole","SSB",76.9341
"1995","2020","Sole","SSB",59.7646
"1996","2020","Sole","SSB",40.7519
"1997","2020","Sole","SSB",29.1566
"1998","2020","Sole","SSB",21.8452
"1999","2020","Sole","SSB",38.9763
"2000","2020","Sole","SSB",35.6869
"2001","2020","Sole","SSB",28.6146
"2002","2020","Sole","SSB",31.165
"2003","2020","Sole","SSB",26.2353
"2004","2020","Sole","SSB",36.9689
"2005","2020","Sole","SSB",31.3707
"2006","2020","Sole","SSB",24.0188
"2007","2020","Sole","SSB",17.7359
"2008","2020","Sole","SSB",33.741
"2009","2020","Sole","SSB",31.9509
"2010","2020","Sole","SSB",29.2846
"2011","2020","Sole","SSB",25.636
"2012","2020","Sole","SSB",30.6226
"2013","2020","Sole","SSB",36.5919
"2014","2020","Sole","SSB",31.4037
"2015","2020","Sole","SSB",29.1852
"2016","2020","Sole","SSB",34.9131
"2017","2020","Sole","SSB",31.0292
"2018","2020","Sole","SSB",27.506
"2019","2020","Sole","SSB",27.8788
"1974","2023","Sole","SSB",41.1097
"1975","2023","Sole","SSB",43.3702
"1976","2023","Sole","SSB",43.0001
"1977","2023","Sole","SSB",35.2306
"1978","2023","Sole","SSB",40.178
"1979","2023","Sole","SSB",46.2999
"1980","2023","Sole","SSB",36.4209
"1981","2023","Sole","SSB",25.3118
"1982","2023","Sole","SSB",34.1583
"1983","2023","Sole","SSB",41.7035
"1984","2023","Sole","SSB",45.1241
"1985","2023","Sole","SSB",41.8459
"1986","2023","Sole","SSB",36.6056
"1987","2023","Sole","SSB",30.6498
"1988","2023","Sole","SSB",38.1013
"1989","2023","Sole","SSB",33.9437
"1990","2023","Sole","SSB",91.2208
"1991","2023","Sole","SSB",77.5796
"1992","2023","Sole","SSB",76.7007
"1993","2023","Sole","SSB",53.3929
"1994","2023","Sole","SSB",73.8235
"1995","2023","Sole","SSB",57.9326
"1996","2023","Sole","SSB",39.3654
"1997","2023","Sole","SSB",28.1342
"1998","2023","Sole","SSB",21.363
"1999","2023","Sole","SSB",37.4837
"2000","2023","Sole","SSB",34.2612
"2001","2023","Sole","SSB",27.9692
"2002","2023","Sole","SSB",30.7123
"2003","2023","Sole","SSB",26.0344
"2004","2023","Sole","SSB",36.7719
"2005","2023","Sole","SSB",31.2865
"2006","2023","Sole","SSB",24.0425
"2007","2023","Sole","SSB",17.6916
"2008","2023","Sole","SSB",32.8272
"2009","2023","Sole","SSB",30.9489
"2010","2023","Sole","SSB",28.2251
"2011","2023","Sole","SSB",24.549
"2012","2023","Sole","SSB",28.6903
"2013","2023","Sole","SSB",34.2665
"2014","2023","Sole","SSB",29.1146
"2015","2023","Sole","SSB",26.0945
"2016","2023","Sole","SSB",30.2642
"2017","2023","Sole","SSB",25.0726
"2018","2023","Sole","SSB",20.3365
"2019","2023","Sole","SSB",17.5821
"2020","2023","Sole","SSB",16.7894
"2021","2023","Sole","SSB",28.5999
"2022","2023","Sole","SSB",26.9638
"1974","2020","Sprat","SSB",542.511
"1975","2020","Sprat","SSB",625.639
"1976","2020","Sprat","SSB",765.689
"1977","2020","Sprat","SSB",409.583
"1978","2020","Sprat","SSB",359.189
"1979","2020","Sprat","SSB",544.499
"1980","2020","Sprat","SSB",629.645
"1981","2020","Sprat","SSB",168.407
"1982","2020","Sprat","SSB",105.389
"1983","2020","Sprat","SSB",143.234
"1984","2020","Sprat","SSB",95.968
"1985","2020","Sprat","SSB",155.962
"1986","2020","Sprat","SSB",72.2217
"1987","2020","Sprat","SSB",140.822
"1988","2020","Sprat","SSB",139.44
"1989","2020","Sprat","SSB",70.3496
"1990","2020","Sprat","SSB",141.036
"1991","2020","Sprat","SSB",101.477
"1992","2020","Sprat","SSB",90.9637
"1993","2020","Sprat","SSB",119.197
"1994","2020","Sprat","SSB",145.825
"1995","2020","Sprat","SSB",220.266
"1996","2020","Sprat","SSB",127.911
"1997","2020","Sprat","SSB",66.5701
"1998","2020","Sprat","SSB",136.696
"1999","2020","Sprat","SSB",117.913
"2000","2020","Sprat","SSB",116.868
"2001","2020","Sprat","SSB",112.547
"2002","2020","Sprat","SSB",168.014
"2003","2020","Sprat","SSB",89.625
"2004","2020","Sprat","SSB",159.131
"2005","2020","Sprat","SSB",161.737
"2006","2020","Sprat","SSB",181.335
"2007","2020","Sprat","SSB",142.864
"2008","2020","Sprat","SSB",83.1012
"2009","2020","Sprat","SSB",251.573
"2010","2020","Sprat","SSB",224.331
"2011","2020","Sprat","SSB",240.764
"2012","2020","Sprat","SSB",246.411
"2013","2020","Sprat","SSB",93.595
"2014","2020","Sprat","SSB",378.603
"2015","2020","Sprat","SSB",422.099
"2016","2020","Sprat","SSB",230.093
"2017","2020","Sprat","SSB",106.905
"2018","2020","Sprat","SSB",191.028
"2019","2020","Sprat","SSB",228.894
"1974","2023","Sprat","SSB",431.953
"1975","2023","Sprat","SSB",550.248
"1976","2023","Sprat","SSB",638.316
"1977","2023","Sprat","SSB",334.461
"1978","2023","Sprat","SSB",297.202
"1979","2023","Sprat","SSB",461.062
"1980","2023","Sprat","SSB",614.122
"1981","2023","Sprat","SSB",193.173
"1982","2023","Sprat","SSB",88.0368
"1983","2023","Sprat","SSB",149.397
"1984","2023","Sprat","SSB",95.7755
"1985","2023","Sprat","SSB",171.976
"1986","2023","Sprat","SSB",93.5675
"1987","2023","Sprat","SSB",123.253
"1988","2023","Sprat","SSB",137.759
"1989","2023","Sprat","SSB",80.1983
"1990","2023","Sprat","SSB",172.686
"1991","2023","Sprat","SSB",138.245
"1992","2023","Sprat","SSB",93.0837
"1993","2023","Sprat","SSB",120.756
"1994","2023","Sprat","SSB",160.004
"1995","2023","Sprat","SSB",252.545
"1996","2023","Sprat","SSB",149.554
"1997","2023","Sprat","SSB",88.5469
"1998","2023","Sprat","SSB",172.574
"1999","2023","Sprat","SSB",118.313
"2000","2023","Sprat","SSB",135.292
"2001","2023","Sprat","SSB",125.413
"2002","2023","Sprat","SSB",200.006
"2003","2023","Sprat","SSB",106.557
"2004","2023","Sprat","SSB",183.138
"2005","2023","Sprat","SSB",182.722
"2006","2023","Sprat","SSB",196.899
"2007","2023","Sprat","SSB",186.599
"2008","2023","Sprat","SSB",98.8408
"2009","2023","Sprat","SSB",310.652
"2010","2023","Sprat","SSB",265.267
"2011","2023","Sprat","SSB",270.987
"2012","2023","Sprat","SSB",298.564
"2013","2023","Sprat","SSB",107.157
"2014","2023","Sprat","SSB",457.691
"2015","2023","Sprat","SSB",442.065
"2016","2023","Sprat","SSB",256.006
"2017","2023","Sprat","SSB",127.552
"2018","2023","Sprat","SSB",234.493
"2019","2023","Sprat","SSB",263.4
"2020","2023","Sprat","SSB",255.268
"2021","2023","Sprat","SSB",178.277
"2022","2023","Sprat","SSB",183.516
"1974","2020","Whiting","SSB",381.679
"1975","2020","Whiting","SSB",301.391
"1976","2020","Whiting","SSB",392.358
"1977","2020","Whiting","SSB",376.474
"1978","2020","Whiting","SSB",379.243
"1979","2020","Whiting","SSB",380.761
"1980","2020","Whiting","SSB",401.855
"1981","2020","Whiting","SSB",415.334
"1982","2020","Whiting","SSB",301.388
"1983","2020","Whiting","SSB",249.171
"1984","2020","Whiting","SSB",194.404
"1985","2020","Whiting","SSB",202.824
"1986","2020","Whiting","SSB",207.171
"1987","2020","Whiting","SSB",224.638
"1988","2020","Whiting","SSB",225.949
"1989","2020","Whiting","SSB",221.544
"1990","2020","Whiting","SSB",241.025
"1991","2020","Whiting","SSB",220.517
"1992","2020","Whiting","SSB",206.51
"1993","2020","Whiting","SSB",192.347
"1994","2020","Whiting","SSB",176.14
"1995","2020","Whiting","SSB",176.544
"1996","2020","Whiting","SSB",162.865
"1997","2020","Whiting","SSB",137.415
"1998","2020","Whiting","SSB",120.268
"1999","2020","Whiting","SSB",118.996
"2000","2020","Whiting","SSB",128.618
"2001","2020","Whiting","SSB",160.179
"2002","2020","Whiting","SSB",165.39
"2003","2020","Whiting","SSB",153.007
"2004","2020","Whiting","SSB",125.306
"2005","2020","Whiting","SSB",108.098
"2006","2020","Whiting","SSB",98.3716
"2007","2020","Whiting","SSB",94.2276
"2008","2020","Whiting","SSB",98.5249
"2009","2020","Whiting","SSB",101.376
"2010","2020","Whiting","SSB",126.421
"2011","2020","Whiting","SSB",131.348
"2012","2020","Whiting","SSB",141.047
"2013","2020","Whiting","SSB",128.999
"2014","2020","Whiting","SSB",123.667
"2015","2020","Whiting","SSB",126.165
"2016","2020","Whiting","SSB",135.395
"2017","2020","Whiting","SSB",147.7
"2018","2020","Whiting","SSB",153.169
"2019","2020","Whiting","SSB",140.165
"1974","2023","Whiting","SSB",367.882
"1975","2023","Whiting","SSB",299.865
"1976","2023","Whiting","SSB",381.144
"1977","2023","Whiting","SSB",374.354
"1978","2023","Whiting","SSB",384.693
"1979","2023","Whiting","SSB",405.621
"1980","2023","Whiting","SSB",422.793
"1981","2023","Whiting","SSB",416.132
"1982","2023","Whiting","SSB",290.768
"1983","2023","Whiting","SSB",222.332
"1984","2023","Whiting","SSB",175.305
"1985","2023","Whiting","SSB",203.111
"1986","2023","Whiting","SSB",207.573
"1987","2023","Whiting","SSB",228.709
"1988","2023","Whiting","SSB",255.936
"1989","2023","Whiting","SSB",255.668
"1990","2023","Whiting","SSB",309.974
"1991","2023","Whiting","SSB",304.84
"1992","2023","Whiting","SSB",303.275
"1993","2023","Whiting","SSB",276.517
"1994","2023","Whiting","SSB",255.442
"1995","2023","Whiting","SSB",255.296
"1996","2023","Whiting","SSB",241.622
"1997","2023","Whiting","SSB",214.098
"1998","2023","Whiting","SSB",190.148
"1999","2023","Whiting","SSB",180.02
"2000","2023","Whiting","SSB",199.385
"2001","2023","Whiting","SSB",248.301
"2002","2023","Whiting","SSB",259.921
"2003","2023","Whiting","SSB",248.221
"2004","2023","Whiting","SSB",201.071
"2005","2023","Whiting","SSB",168.366
"2006","2023","Whiting","SSB",151.931
"2007","2023","Whiting","SSB",142.584
"2008","2023","Whiting","SSB",147.843
"2009","2023","Whiting","SSB",159.821
"2010","2023","Whiting","SSB",205.28
"2011","2023","Whiting","SSB",209.553
"2012","2023","Whiting","SSB",231.19
"2013","2023","Whiting","SSB",210.686
"2014","2023","Whiting","SSB",195.958
"2015","2023","Whiting","SSB",202.299
"2016","2023","Whiting","SSB",216.402
"2017","2023","Whiting","SSB",236.402
"2018","2023","Whiting","SSB",241.548
"2019","2023","Whiting","SSB",242.686
"2020","2023","Whiting","SSB",298.603
"2021","2023","Whiting","SSB",403.424
"2022","2023","Whiting","SSB",457.742
"1974","2020","Cod","Yield",252.714
"1975","2020","Cod","Yield",241.132
"1976","2020","Cod","Yield",305.329
"1977","2020","Cod","Yield",347.182
"1978","2020","Cod","Yield",327.061
"1979","2020","Cod","Yield",428.086
"1980","2020","Cod","Yield",587.443
"1981","2020","Cod","Yield",390.754
"1982","2020","Cod","Yield",356.376
"1983","2020","Cod","Yield",279.032
"1984","2020","Cod","Yield",378.275
"1985","2020","Cod","Yield",245.642
"1986","2020","Cod","Yield",339.692
"1987","2020","Cod","Yield",243.84
"1988","2020","Cod","Yield",193.767
"1989","2020","Cod","Yield",201.155
"1990","2020","Cod","Yield",151.592
"1991","2020","Cod","Yield",119.678
"1992","2020","Cod","Yield",148.985
"1993","2020","Cod","Yield",132.9
"1994","2020","Cod","Yield",216.5
"1995","2020","Cod","Yield",198.306
"1996","2020","Cod","Yield",142.941
"1997","2020","Cod","Yield",135.372
"1998","2020","Cod","Yield",136.757
"1999","2020","Cod","Yield",95.8827
"2000","2020","Cod","Yield",77.1176
"2001","2020","Cod","Yield",78.7233
"2002","2020","Cod","Yield",56.5815
"2003","2020","Cod","Yield",51.6557
"2004","2020","Cod","Yield",40.848
"2005","2020","Cod","Yield",36.58
"2006","2020","Cod","Yield",37.577
"2007","2020","Cod","Yield",54.6412
"2008","2020","Cod","Yield",51.795
"2009","2020","Cod","Yield",54.0261
"2010","2020","Cod","Yield",49.1057
"2011","2020","Cod","Yield",40.6868
"2012","2020","Cod","Yield",40.764
"2013","2020","Cod","Yield",40.7574
"2014","2020","Cod","Yield",45.1924
"2015","2020","Cod","Yield",49.8999
"2016","2020","Cod","Yield",50.3105
"2017","2020","Cod","Yield",46.3687
"2018","2020","Cod","Yield",47.9041
"2019","2020","Cod","Yield",35.9204
"1974","2023","Cod","Yield",252.714
"1975","2023","Cod","Yield",241.132
"1976","2023","Cod","Yield",305.329
"1977","2023","Cod","Yield",347.182
"1978","2023","Cod","Yield",327.061
"1979","2023","Cod","Yield",428.086
"1980","2023","Cod","Yield",587.443
"1981","2023","Cod","Yield",390.754
"1982","2023","Cod","Yield",356.376
"1983","2023","Cod","Yield",279.032
"1984","2023","Cod","Yield",378.275
"1985","2023","Cod","Yield",245.642
"1986","2023","Cod","Yield",339.692
"1987","2023","Cod","Yield",243.84
"1988","2023","Cod","Yield",193.767
"1989","2023","Cod","Yield",201.155
"1990","2023","Cod","Yield",151.592
"1991","2023","Cod","Yield",119.678
"1992","2023","Cod","Yield",148.985
"1993","2023","Cod","Yield",141.383
"1994","2023","Cod","Yield",208.173
"1995","2023","Cod","Yield",168.055
"1996","2023","Cod","Yield",138.777
"1997","2023","Cod","Yield",155.6
"1998","2023","Cod","Yield",184.807
"1999","2023","Cod","Yield",107.734
"2000","2023","Cod","Yield",82.9222
"2001","2023","Cod","Yield",61.9867
"2002","2023","Cod","Yield",65.0364
"2003","2023","Cod","Yield",34.437
"2004","2023","Cod","Yield",36.4714
"2005","2023","Cod","Yield",38.1041
"2006","2023","Cod","Yield",37.577
"2007","2023","Cod","Yield",54.6412
"2008","2023","Cod","Yield",51.795
"2009","2023","Cod","Yield",54.0261
"2010","2023","Cod","Yield",49.1057
"2011","2023","Cod","Yield",40.6868
"2012","2023","Cod","Yield",40.764
"2013","2023","Cod","Yield",40.7574
"2014","2023","Cod","Yield",45.1924
"2015","2023","Cod","Yield",49.8999
"2016","2023","Cod","Yield",50.3105
"2017","2023","Cod","Yield",46.3687
"2018","2023","Cod","Yield",47.9041
"2019","2023","Cod","Yield",35.3902
"2020","2023","Cod","Yield",23.6074
"2021","2023","Cod","Yield",18.2279
"2022","2023","Cod","Yield",21.1277
"1974","2020","Haddock","Yield",396.271
"1975","2020","Haddock","Yield",494.728
"1976","2020","Haddock","Yield",402.85
"1977","2020","Haddock","Yield",240.34
"1978","2020","Haddock","Yield",146.706
"1979","2020","Haddock","Yield",149.064
"1980","2020","Haddock","Yield",202.451
"1981","2020","Haddock","Yield",226.485
"1982","2020","Haddock","Yield",256.108
"1983","2020","Haddock","Yield",253.23
"1984","2020","Haddock","Yield",247.089
"1985","2020","Haddock","Yield",247.098
"1986","2020","Haddock","Yield",223.727
"1987","2020","Haddock","Yield",194.995
"1988","2020","Haddock","Yield",179.974
"1989","2020","Haddock","Yield",127.719
"1990","2020","Haddock","Yield",86.7479
"1991","2020","Haddock","Yield",97.2643
"1992","2020","Haddock","Yield",135.185
"1993","2020","Haddock","Yield",180.218
"1994","2020","Haddock","Yield",169.436
"1995","2020","Haddock","Yield",168.928
"1996","2020","Haddock","Yield",204.683
"1997","2020","Haddock","Yield",170.009
"1998","2020","Haddock","Yield",161.929
"1999","2020","Haddock","Yield",123.489
"2000","2020","Haddock","Yield",126.823
"2001","2020","Haddock","Yield",173.366
"2002","2020","Haddock","Yield",155.333
"2003","2020","Haddock","Yield",74.3502
"2004","2020","Haddock","Yield",72.5131
"2005","2020","Haddock","Yield",64.1152
