"Year","scenario","Species","variable","value"
"2016","2020","N.sandeel","Yield.hat",39.0191
"2017","2020","N.sandeel","Yield.hat",128.152
"2018","2020","N.sandeel","Yield.hat",119.612
"2019","2020","N.sandeel","Yield.hat",132.515
"1974","2023","N.sandeel","Yield.hat",190.552
"1975","2023","N.sandeel","Yield.hat",-231.185
"1976","2023","N.sandeel","Yield.hat",112.298
"1977","2023","N.sandeel","Yield.hat",259.151
"1978","2023","N.sandeel","Yield.hat",129.158
"1979","2023","N.sandeel","Yield.hat",72.8311
"1980","2023","N.sandeel","Yield.hat",281.29
"1981","2023","N.sandeel","Yield.hat",145.452
"1982","2023","N.sandeel","Yield.hat",-1284.33
"1983","2023","N.sandeel","Yield.hat",-53.9229
"1984","2023","N.sandeel","Yield.hat",-7112.89
"1985","2023","N.sandeel","Yield.hat",102.329
"1986","2023","N.sandeel","Yield.hat",-11970.1
"1987","2023","N.sandeel","Yield.hat",-597.832
"1988","2023","N.sandeel","Yield.hat",227.741
"1989","2023","N.sandeel","Yield.hat",-17709
"1990","2023","N.sandeel","Yield.hat",312.321
"1991","2023","N.sandeel","Yield.hat",305.32
"1992","2023","N.sandeel","Yield.hat",-129.917
"1993","2023","N.sandeel","Yield.hat",151.917
"1994","2023","N.sandeel","Yield.hat",-341872
"1995","2023","N.sandeel","Yield.hat",313.711
"1996","2023","N.sandeel","Yield.hat",254.972
"1997","2023","N.sandeel","Yield.hat",411.099
"1998","2023","N.sandeel","Yield.hat",337.19
"1999","2023","N.sandeel","Yield.hat",215.677
"2000","2023","N.sandeel","Yield.hat",334.912
"2001","2023","N.sandeel","Yield.hat",102.593
"2002","2023","N.sandeel","Yield.hat",173.86
"2003","2023","N.sandeel","Yield.hat",42.809
"2004","2023","N.sandeel","Yield.hat",101.974
"2005","2023","N.sandeel","Yield.hat",21.6978
"2006","2023","N.sandeel","Yield.hat",12.1259
"2007","2023","N.sandeel","Yield.hat",64.5609
"2008","2023","N.sandeel","Yield.hat",146.902
"2009","2023","N.sandeel","Yield.hat",13.3395
"2010","2023","N.sandeel","Yield.hat",89.2848
"2011","2023","N.sandeel","Yield.hat",56.5346
"2012","2023","N.sandeel","Yield.hat",11.5517
"2013","2023","N.sandeel","Yield.hat",-331.849
"2014","2023","N.sandeel","Yield.hat",181.419
"2015","2023","N.sandeel","Yield.hat",133.001
"2016","2023","N.sandeel","Yield.hat",38.7506
"2017","2023","N.sandeel","Yield.hat",155.576
"2018","2023","N.sandeel","Yield.hat",122.983
"2019","2023","N.sandeel","Yield.hat",124.393
"2020","2023","N.sandeel","Yield.hat",240.484
"2021","2023","N.sandeel","Yield.hat",118.228
"2022","2023","N.sandeel","Yield.hat",102.788
"1974","2020","Nor.pout","Yield.hat",609.158
"1975","2020","Nor.pout","Yield.hat",413.765
"1976","2020","Nor.pout","Yield.hat",465.34
"1977","2020","Nor.pout","Yield.hat",339.777
"1978","2020","Nor.pout","Yield.hat",275.815
"1979","2020","Nor.pout","Yield.hat",370.779
"1980","2020","Nor.pout","Yield.hat",503.857
"1981","2020","Nor.pout","Yield.hat",187.186
"1982","2020","Nor.pout","Yield.hat",213.179
"1983","2020","Nor.pout","Yield.hat",344.771
"1984","2020","Nor.pout","Yield.hat",286.84
"1985","2020","Nor.pout","Yield.hat",218.708
"1986","2020","Nor.pout","Yield.hat",120.358
"1987","2020","Nor.pout","Yield.hat",181.256
"1988","2020","Nor.pout","Yield.hat",61.2184
"1989","2020","Nor.pout","Yield.hat",107.362
"1990","2020","Nor.pout","Yield.hat",132.916
"1991","2020","Nor.pout","Yield.hat",258.932
"1992","2020","Nor.pout","Yield.hat",198.477
"1993","2020","Nor.pout","Yield.hat",218.964
"1994","2020","Nor.pout","Yield.hat",139.31
"1995","2020","Nor.pout","Yield.hat",167.851
"1996","2020","Nor.pout","Yield.hat",157.317
"1997","2020","Nor.pout","Yield.hat",143.732
"1998","2020","Nor.pout","Yield.hat",81.8342
"1999","2020","Nor.pout","Yield.hat",90.3352
"2000","2020","Nor.pout","Yield.hat",139.393
"2001","2020","Nor.pout","Yield.hat",42.4172
"2002","2020","Nor.pout","Yield.hat",63.8603
"2003","2020","Nor.pout","Yield.hat",27.3956
"2004","2020","Nor.pout","Yield.hat",12.5835
"2005","2020","Nor.pout","Yield.hat",0
"2006","2020","Nor.pout","Yield.hat",32.2796
"2007","2020","Nor.pout","Yield.hat",0
"2008","2020","Nor.pout","Yield.hat",27.9151
"2009","2020","Nor.pout","Yield.hat",49.5735
"2010","2020","Nor.pout","Yield.hat",143.243
"2011","2020","Nor.pout","Yield.hat",4.92767
"2012","2020","Nor.pout","Yield.hat",4.20848
"2013","2020","Nor.pout","Yield.hat",50.6092
"2014","2020","Nor.pout","Yield.hat",40.8135
"2015","2020","Nor.pout","Yield.hat",59.1163
"2016","2020","Nor.pout","Yield.hat",66.8427
"2017","2020","Nor.pout","Yield.hat",27.5972
"2018","2020","Nor.pout","Yield.hat",32.1905
"2019","2020","Nor.pout","Yield.hat",73.2788
"1974","2023","Nor.pout","Yield.hat",610.32
"1975","2023","Nor.pout","Yield.hat",420.782
"1976","2023","Nor.pout","Yield.hat",478.073
"1977","2023","Nor.pout","Yield.hat",330.569
"1978","2023","Nor.pout","Yield.hat",268.767
"1979","2023","Nor.pout","Yield.hat",346.411
"1980","2023","Nor.pout","Yield.hat",473.214
"1981","2023","Nor.pout","Yield.hat",146.676
"1982","2023","Nor.pout","Yield.hat",35.5276
"1983","2023","Nor.pout","Yield.hat",331.982
"1984","2023","Nor.pout","Yield.hat",321.453
"1985","2023","Nor.pout","Yield.hat",268.092
"1986","2023","Nor.pout","Yield.hat",-879.809
"1987","2023","Nor.pout","Yield.hat",75.9563
"1988","2023","Nor.pout","Yield.hat",-103.545
"1989","2023","Nor.pout","Yield.hat",133.044
"1990","2023","Nor.pout","Yield.hat",133.164
"1991","2023","Nor.pout","Yield.hat",234.463
"1992","2023","Nor.pout","Yield.hat",254.672
"1993","2023","Nor.pout","Yield.hat",323.872
"1994","2023","Nor.pout","Yield.hat",14.5441
"1995","2023","Nor.pout","Yield.hat",159.98
"1996","2023","Nor.pout","Yield.hat",156.295
"1997","2023","Nor.pout","Yield.hat",138.979
"1998","2023","Nor.pout","Yield.hat",84.1162
"1999","2023","Nor.pout","Yield.hat",88.6767
"2000","2023","Nor.pout","Yield.hat",143.255
"2001","2023","Nor.pout","Yield.hat",51.061
"2002","2023","Nor.pout","Yield.hat",65.0832
"2003","2023","Nor.pout","Yield.hat",29.6384
"2004","2023","Nor.pout","Yield.hat",14.5853
"2005","2023","Nor.pout","Yield.hat",0
"2006","2023","Nor.pout","Yield.hat",36.1774
"2007","2023","Nor.pout","Yield.hat",0
"2008","2023","Nor.pout","Yield.hat",-460.359
"2009","2023","Nor.pout","Yield.hat",28.6388
"2010","2023","Nor.pout","Yield.hat",-543.168
"2011","2023","Nor.pout","Yield.hat",-29.4893
"2012","2023","Nor.pout","Yield.hat",4.75693
"2013","2023","Nor.pout","Yield.hat",51.2658
"2014","2023","Nor.pout","Yield.hat",-3.22372
"2015","2023","Nor.pout","Yield.hat",52.195
"2016","2023","Nor.pout","Yield.hat",22.4952
"2017","2023","Nor.pout","Yield.hat",26.8509
"2018","2023","Nor.pout","Yield.hat",-52.4979
"2019","2023","Nor.pout","Yield.hat",-49.3595
"2020","2023","Nor.pout","Yield.hat",144.134
"2021","2023","Nor.pout","Yield.hat",90.1287
"2022","2023","Nor.pout","Yield.hat",29.6029
"1974","2020","Plaice","Yield.hat",160.427
"1975","2020","Plaice","Yield.hat",193.219
"1976","2020","Plaice","Yield.hat",162.758
"1977","2020","Plaice","Yield.hat",162.138
"1978","2020","Plaice","Yield.hat",151.21
"1979","2020","Plaice","Yield.hat",204.823
"1980","2020","Plaice","Yield.hat",164.529
"1981","2020","Plaice","Yield.hat",175.334
"1982","2020","Plaice","Yield.hat",201.279
"1983","2020","Plaice","Yield.hat",216.448
"1984","2020","Plaice","Yield.hat",232.782
"1985","2020","Plaice","Yield.hat",225.472
"1986","2020","Plaice","Yield.hat",305.479
"1987","2020","Plaice","Yield.hat",335.772
"1988","2020","Plaice","Yield.hat",330.207
"1989","2020","Plaice","Yield.hat",285.658
"1990","2020","Plaice","Yield.hat",217.276
"1991","2020","Plaice","Yield.hat",234.08
"1992","2020","Plaice","Yield.hat",207.022
"1993","2020","Plaice","Yield.hat",179.587
"1994","2020","Plaice","Yield.hat",156.108
"1995","2020","Plaice","Yield.hat",129.119
"1996","2020","Plaice","Yield.hat",136.67
"1997","2020","Plaice","Yield.hat",156.418
"1998","2020","Plaice","Yield.hat",154.389
"1999","2020","Plaice","Yield.hat",172.034
"2000","2020","Plaice","Yield.hat",131.346
"2001","2020","Plaice","Yield.hat",148.246
"2002","2020","Plaice","Yield.hat",137.39
"2003","2020","Plaice","Yield.hat",155.373
"2004","2020","Plaice","Yield.hat",116.838
"2005","2020","Plaice","Yield.hat",127.188
"2006","2020","Plaice","Yield.hat",123.565
"2007","2020","Plaice","Yield.hat",104.268
"2008","2020","Plaice","Yield.hat",107.946
"2009","2020","Plaice","Yield.hat",110.435
"2010","2020","Plaice","Yield.hat",125.724
"2011","2020","Plaice","Yield.hat",130.968
"2012","2020","Plaice","Yield.hat",139.039
"2013","2020","Plaice","Yield.hat",131.013
"2014","2020","Plaice","Yield.hat",132.208
"2015","2020","Plaice","Yield.hat",142.047
"2016","2020","Plaice","Yield.hat",147.632
"2017","2020","Plaice","Yield.hat",109.596
"2018","2020","Plaice","Yield.hat",105.264
"2019","2020","Plaice","Yield.hat",82.0004
"1974","2023","Plaice","Yield.hat",160.182
"1975","2023","Plaice","Yield.hat",193.716
"1976","2023","Plaice","Yield.hat",162.669
"1977","2023","Plaice","Yield.hat",160.105
"1978","2023","Plaice","Yield.hat",148.892
"1979","2023","Plaice","Yield.hat",201.215
"1980","2023","Plaice","Yield.hat",163.878
"1981","2023","Plaice","Yield.hat",174.804
"1982","2023","Plaice","Yield.hat",203.707
"1983","2023","Plaice","Yield.hat",219.272
"1984","2023","Plaice","Yield.hat",235.26
"1985","2023","Plaice","Yield.hat",226.09
"1986","2023","Plaice","Yield.hat",299.253
"1987","2023","Plaice","Yield.hat",324.767
"1988","2023","Plaice","Yield.hat",322.155
"1989","2023","Plaice","Yield.hat",284.593
"1990","2023","Plaice","Yield.hat",240.714
"1991","2023","Plaice","Yield.hat",250.793
"1992","2023","Plaice","Yield.hat",221.686
"1993","2023","Plaice","Yield.hat",196.804
"1994","2023","Plaice","Yield.hat",169.787
"1995","2023","Plaice","Yield.hat",142.423
"1996","2023","Plaice","Yield.hat",144.997
"1997","2023","Plaice","Yield.hat",158.7
"1998","2023","Plaice","Yield.hat",163.036
"1999","2023","Plaice","Yield.hat",174.206
"2000","2023","Plaice","Yield.hat",128.076
"2001","2023","Plaice","Yield.hat",145.416
"2002","2023","Plaice","Yield.hat",131.711
"2003","2023","Plaice","Yield.hat",131.414
"2004","2023","Plaice","Yield.hat",97.0474
"2005","2023","Plaice","Yield.hat",102.69
"2006","2023","Plaice","Yield.hat",106.042
"2007","2023","Plaice","Yield.hat",108.303
"2008","2023","Plaice","Yield.hat",95.7338
"2009","2023","Plaice","Yield.hat",121.135
"2010","2023","Plaice","Yield.hat",115.233
"2011","2023","Plaice","Yield.hat",139.54
"2012","2023","Plaice","Yield.hat",137.65
"2013","2023","Plaice","Yield.hat",123.84
"2014","2023","Plaice","Yield.hat",129.857
"2015","2023","Plaice","Yield.hat",137.959
"2016","2023","Plaice","Yield.hat",142.686
"2017","2023","Plaice","Yield.hat",107.521
"2018","2023","Plaice","Yield.hat",104.547
"2019","2023","Plaice","Yield.hat",83.3124
"2020","2023","Plaice","Yield.hat",84.7216
"2021","2023","Plaice","Yield.hat",71.4642
"2022","2023","Plaice","Yield.hat",66.7754
"1974","2020","S.sandeel","Yield.hat",86.2811
"1975","2020","S.sandeel","Yield.hat",153.903
"1976","2020","S.sandeel","Yield.hat",266.604
"1977","2020","S.sandeel","Yield.hat",245.292
"1978","2020","S.sandeel","Yield.hat",491.002
"1979","2020","S.sandeel","Yield.hat",607.846
"1980","2020","S.sandeel","Yield.hat",352.354
"1981","2020","S.sandeel","Yield.hat",308.299
"1982","2020","S.sandeel","Yield.hat",727.627
"1983","2020","S.sandeel","Yield.hat",246.21
"1984","2020","S.sandeel","Yield.hat",525.546
"1985","2020","S.sandeel","Yield.hat",408.427
"1986","2020","S.sandeel","Yield.hat",265.364
"1987","2020","S.sandeel","Yield.hat",231.274
"1988","2020","S.sandeel","Yield.hat",377.526
"1989","2020","S.sandeel","Yield.hat",320.907
"1990","2020","S.sandeel","Yield.hat",356.479
"1991","2020","S.sandeel","Yield.hat",336.341
"1992","2020","S.sandeel","Yield.hat",381.75
"1993","2020","S.sandeel","Yield.hat",317.43
"1994","2020","S.sandeel","Yield.hat",310.185
"1995","2020","S.sandeel","Yield.hat",363.916
"1996","2020","S.sandeel","Yield.hat",431.11
"1997","2020","S.sandeel","Yield.hat",452.877
"1998","2020","S.sandeel","Yield.hat",490.268
"1999","2020","S.sandeel","Yield.hat",411.839
"2000","2020","S.sandeel","Yield.hat",250.132
"2001","2020","S.sandeel","Yield.hat",467.137
"2002","2020","S.sandeel","Yield.hat",364.402
"2003","2020","S.sandeel","Yield.hat",258.756
"2004","2020","S.sandeel","Yield.hat",194.882
"2005","2020","S.sandeel","Yield.hat",152.639
"2006","2020","S.sandeel","Yield.hat",189.514
"2007","2020","S.sandeel","Yield.hat",142.771
"2008","2020","S.sandeel","Yield.hat",265.28
"2009","2020","S.sandeel","Yield.hat",245.939
"2010","2020","S.sandeel","Yield.hat",307.291
"2011","2020","S.sandeel","Yield.hat",246.269
"2012","2020","S.sandeel","Yield.hat",42.1288
"2013","2020","S.sandeel","Yield.hat",232.738
"2014","2020","S.sandeel","Yield.hat",106.601
"2015","2020","S.sandeel","Yield.hat",237.267
"2016","2020","S.sandeel","Yield.hat",25.267
"2017","2020","S.sandeel","Yield.hat",249.05
"2018","2020","S.sandeel","Yield.hat",167.292
"2019","2020","S.sandeel","Yield.hat",44.8594
"1974","2023","S.sandeel","Yield.hat",-362.449
"1975","2023","S.sandeel","Yield.hat",150.041
"1976","2023","S.sandeel","Yield.hat",-6123.21
"1977","2023","S.sandeel","Yield.hat",248.108
"1978","2023","S.sandeel","Yield.hat",533.301
"1979","2023","S.sandeel","Yield.hat",515.821
"1980","2023","S.sandeel","Yield.hat",386.442
"1981","2023","S.sandeel","Yield.hat",365.201
"1982","2023","S.sandeel","Yield.hat",525.656
"1983","2023","S.sandeel","Yield.hat",227.007
"1984","2023","S.sandeel","Yield.hat",-4185.79
"1985","2023","S.sandeel","Yield.hat",495.393
"1986","2023","S.sandeel","Yield.hat",306.299
"1987","2023","S.sandeel","Yield.hat",250.003
"1988","2023","S.sandeel","Yield.hat",-15791.2
"1989","2023","S.sandeel","Yield.hat",333.381
"1990","2023","S.sandeel","Yield.hat",383.309
"1991","2023","S.sandeel","Yield.hat",95.5646
"1992","2023","S.sandeel","Yield.hat",467.404
"1993","2023","S.sandeel","Yield.hat",294.5
"1994","2023","S.sandeel","Yield.hat",-10226.6
"1995","2023","S.sandeel","Yield.hat",432.654
"1996","2023","S.sandeel","Yield.hat",411.136
"1997","2023","S.sandeel","Yield.hat",423.889
"1998","2023","S.sandeel","Yield.hat",489.426
"1999","2023","S.sandeel","Yield.hat",423.366
"2000","2023","S.sandeel","Yield.hat",308.973
"2001","2023","S.sandeel","Yield.hat",444.83
"2002","2023","S.sandeel","Yield.hat",461.683
"2003","2023","S.sandeel","Yield.hat",255.432
"2004","2023","S.sandeel","Yield.hat",186.01
"2005","2023","S.sandeel","Yield.hat",159.667
"2006","2023","S.sandeel","Yield.hat",241.605
"2007","2023","S.sandeel","Yield.hat",114.423
"2008","2023","S.sandeel","Yield.hat",240.776
"2009","2023","S.sandeel","Yield.hat",347.075
"2010","2023","S.sandeel","Yield.hat",273.146
"2011","2023","S.sandeel","Yield.hat",206.431
"2012","2023","S.sandeel","Yield.hat",39.0561
"2013","2023","S.sandeel","Yield.hat",245.266
"2014","2023","S.sandeel","Yield.hat",105.917
"2015","2023","S.sandeel","Yield.hat",176.584
"2016","2023","S.sandeel","Yield.hat",17.9465
"2017","2023","S.sandeel","Yield.hat",246.219
"2018","2023","S.sandeel","Yield.hat",160.763
"2019","2023","S.sandeel","Yield.hat",57.2603
"2020","2023","S.sandeel","Yield.hat",111.913
"2021","2023","S.sandeel","Yield.hat",38.0817
"2022","2023","S.sandeel","Yield.hat",10.5603
"1974","2020","Saithe","Yield.hat",278.735
"1975","2020","Saithe","Yield.hat",274.891
"1976","2020","Saithe","Yield.hat",276.375
"1977","2020","Saithe","Yield.hat",291.236
"1978","2020","Saithe","Yield.hat",145.572
"1979","2020","Saithe","Yield.hat",156.888
"1980","2020","Saithe","Yield.hat",165.525
"1981","2020","Saithe","Yield.hat",184.763
"1982","2020","Saithe","Yield.hat",203.93
"1983","2020","Saithe","Yield.hat",264.044
"1984","2020","Saithe","Yield.hat",178.422
"1985","2020","Saithe","Yield.hat",153.24
"1986","2020","Saithe","Yield.hat",232.344
"1987","2020","Saithe","Yield.hat",170.48
"1988","2020","Saithe","Yield.hat",169.378
"1989","2020","Saithe","Yield.hat",127.644
"1990","2020","Saithe","Yield.hat",104.59
"1991","2020","Saithe","Yield.hat",106.831
"1992","2020","Saithe","Yield.hat",85.5486
"1993","2020","Saithe","Yield.hat",125.357
"1994","2020","Saithe","Yield.hat",95.398
"1995","2020","Saithe","Yield.hat",160.259
"1996","2020","Saithe","Yield.hat",156.103
"1997","2020","Saithe","Yield.hat",118.703
"1998","2020","Saithe","Yield.hat",113.129
"1999","2020","Saithe","Yield.hat",134.994
"2000","2020","Saithe","Yield.hat",102.823
"2001","2020","Saithe","Yield.hat",84.3407
"2002","2020","Saithe","Yield.hat",137.588
"2003","2020","Saithe","Yield.hat",133.563
"2004","2020","Saithe","Yield.hat",112.43
"2005","2020","Saithe","Yield.hat",123.993
"2006","2020","Saithe","Yield.hat",124.666
"2007","2020","Saithe","Yield.hat",93.7082
"2008","2020","Saithe","Yield.hat",122.972
"2009","2020","Saithe","Yield.hat",115.639
"2010","2020","Saithe","Yield.hat",118.912
"2011","2020","Saithe","Yield.hat",92.9118
"2012","2020","Saithe","Yield.hat",78.7841
"2013","2020","Saithe","Yield.hat",77.2923
"2014","2020","Saithe","Yield.hat",91.5034
"2015","2020","Saithe","Yield.hat",87.9911
"2016","2020","Saithe","Yield.hat",84.3404
"2017","2020","Saithe","Yield.hat",111.615
"2018","2020","Saithe","Yield.hat",95.7766
"2019","2020","Saithe","Yield.hat",95.2381
"1974","2023","Saithe","Yield.hat",273.98
"1975","2023","Saithe","Yield.hat",277.613
"1976","2023","Saithe","Yield.hat",268.238
"1977","2023","Saithe","Yield.hat",285.495
"1978","2023","Saithe","Yield.hat",144.527
"1979","2023","Saithe","Yield.hat",158.401
"1980","2023","Saithe","Yield.hat",166.433
"1981","2023","Saithe","Yield.hat",178.252
"1982","2023","Saithe","Yield.hat",185.157
"1983","2023","Saithe","Yield.hat",243.131
"1984","2023","Saithe","Yield.hat",159.233
"1985","2023","Saithe","Yield.hat",138.615
"1986","2023","Saithe","Yield.hat",191.995
"1987","2023","Saithe","Yield.hat",150.431
"1988","2023","Saithe","Yield.hat",163.216
"1989","2023","Saithe","Yield.hat",122.358
"1990","2023","Saithe","Yield.hat",96.4523
"1991","2023","Saithe","Yield.hat",93.5315
"1992","2023","Saithe","Yield.hat",79.0047
"1993","2023","Saithe","Yield.hat",127.297
"1994","2023","Saithe","Yield.hat",91.1603
"1995","2023","Saithe","Yield.hat",163.649
"1996","2023","Saithe","Yield.hat",160.668
"1997","2023","Saithe","Yield.hat",120.855
"1998","2023","Saithe","Yield.hat",114.018
"1999","2023","Saithe","Yield.hat",141.662
"2000","2023","Saithe","Yield.hat",103.128
"2001","2023","Saithe","Yield.hat",84.1136
"2002","2023","Saithe","Yield.hat",139.626
"2003","2023","Saithe","Yield.hat",134.87
"2004","2023","Saithe","Yield.hat",114.344
"2005","2023","Saithe","Yield.hat",121.148
"2006","2023","Saithe","Yield.hat",120.519
"2007","2023","Saithe","Yield.hat",88.886
"2008","2023","Saithe","Yield.hat",116.791
"2009","2023","Saithe","Yield.hat",113.473
"2010","2023","Saithe","Yield.hat",118.393
"2011","2023","Saithe","Yield.hat",94.2954
